Title,Uploader,Views,Likes,Comments,Upload Date,Duration (Minutes),URL,Engagement,Days Since Upload,Views Per Day,Main Category,Performance Class,Performance
but what is a neural network  deep learning chapter 1,3blue1brown,18755898,457376,7800,2017-10-05,18.68,https://www.youtube.com/watch?v=aircAruvnKk,0.0248015850800638,2754,6810.420479302832,Deep Learning,High,High
deep learning indepth tutorials in 5 hours with krish naik,krish naik,409417,8714,431,2022-05-22,342.33,https://www.youtube.com/watch?v=d2kxUVwWWwU,0.0223366396607859,1064,384.79041353383457,Deep Learning,Medium,Low
deep learning crash course for beginners,freecodecamporg,878747,20595,323,2020-07-30,85.63,https://www.youtube.com/watch?v=VyWAvY2CF9c,0.0238043486919443,1725,509.41855072463767,Deep Learning,Medium,Low
pytorch for deep learning  machine learning  full course,freecodecamporg,2280290,49078,1300,2022-10-06,1537.42,https://www.youtube.com/watch?v=V_xro1bcAuA,0.0220928039854579,927,2459.8597626752967,Machine Learning,High,Medium
deep learning full course  learn deep learning in 6 hours  deep learning tutorial  edureka,edureka,573942,9779,154,2019-09-08,362.43,https://www.youtube.com/watch?v=DooxDIRAkPA,0.0173066268020113,2051,279.8352023403218,Deep Learning,Medium,Low
mit introduction to deep learning 2024  6s191,alexander amini,956615,20468,418,2024-04-29,69.95,https://www.youtube.com/watch?v=ErnWZxJovaM,0.0218332348959612,356,2687.120786516854,Deep Learning,High,Medium
iit kanpur certification program  python for aiml and deep learning  1st to 27th june 2025,online courses iit kanpur,46,0,0,2025-03-02,0.93,https://www.youtube.com/watch?v=dh2qi_1N0Q0,0.0,49,0.9387755102040816,Deep Learning,Low,Low
deep learning with pytorch  full course,patrick loeber,802972,16791,473,2021-02-24,275.7,https://www.youtube.com/watch?v=c36lUUr864M,0.0215001270280906,1516,529.664907651715,Deep Learning,Medium,Low
what is artificial intelligence  artificial intelligence ai in 10 minutes  edureka,edureka,1716979,32876,401,2019-05-08,11.25,https://www.youtube.com/watch?v=oV74Najm6Nc,0.0193811339567927,2174,789.778748850046,Artificial Intelligence,Medium,Low
what is ai  artificial intelligence  what is artificial intelligence  ai in 5 mins simplilearn,simplilearn,2997709,35521,2800,2019-04-30,5.47,https://www.youtube.com/watch?v=ad79nYk2keg,0.0127834289452378,2182,1373.8354720439963,Artificial Intelligence,High,Medium
what is artificial intelligence  chatgpt  the dr binocs show  peekaboo kidz,peekaboo kidz,1573716,9098,0,2023-01-13,5.7,https://www.youtube.com/watch?v=ttIOdAdQaUE,0.0057812210081107,828,1900.623188405797,Artificial Intelligence,High,Medium
complete ai artificial intelligence in one shot  semester exam  hindi,knowledgegate by sanchit sir,418539,7409,851,2024-04-30,344.77,https://www.youtube.com/watch?v=yiXAmkimZRQ,0.0197353173778309,355,1178.9830985915494,Artificial Intelligence,High,Medium
what is artificial intelligence with full information  hindi  quick support,quick support,3114441,86782,2100,2020-11-07,10.82,https://www.youtube.com/watch?v=iyb38dzetRk,0.0285386687370221,1625,1916.5790769230769,Artificial Intelligence,High,Medium
harvard cs50s artificial intelligence with python  full university course,freecodecamporg,3156478,89407,1300,2023-08-10,711.37,https://www.youtube.com/watch?v=5NgNicANyqM,0.0287367756087639,619,5099.318255250404,Artificial Intelligence,High,High
getting rich artificial intelligence future predictions  risks ft shark tank india season 4,himeesh madaan,985203,34665,984,2024-12-21,53.48,https://www.youtube.com/watch?v=J3mfInWmHFw,0.0361844208756977,120,8210.025,Artificial Intelligence,High,High
what is mistral ai ai aitrending artificialintelligence,deep ai,410,9,1,2025-03-02,0.3,https://www.youtube.com/watch?v=fEixnkCTN3s,0.024390243902439,49,8.36734693877551,Other,Low,Low
what is data science,ibm technology,655754,14490,271,2022-06-13,7.83,https://www.youtube.com/watch?v=RBSUwFGa6Fk,0.0225099656273541,1042,629.3224568138196,Data Science,Medium,Low
how to learn data science in short,apna college,850456,65472,239,2023-10-19,0.78,https://www.youtube.com/watch?v=JIbfzmt2LuY,0.0772656080973031,549,1549.1001821493626,Data Science,High,Medium
data science in 5 minutes  data science for beginners  what is data science  simplilearn,simplilearn,4350676,61408,1100,2018-12-04,4.63,https://www.youtube.com/watch?v=X3paOmcrTjQ,0.0143674224419377,2329,1868.0446543580936,Data Science,High,Medium
salary of a data scientist  how much do data scientists make  intellipaat shorts datascientist,intellipaat,392615,13915,34,2024-08-18,0.42,https://www.youtube.com/watch?v=A_MzXThZPgI,0.0355284438954191,245,1602.5102040816328,Other,High,Medium
salary of data scientist  data science professional salary  simplilearn shorts,simplilearn,76368,2472,2,2024-10-07,0.98,https://www.youtube.com/watch?v=mAMbPhKqrcY,0.0323957678608841,195,391.6307692307692,Data Science,Medium,Low
reality behind data science machine learning jobs,codebasics,1913368,81041,588,2022-02-16,0.88,https://www.youtube.com/watch?v=R6u5EBWAssY,0.0426624674396143,1159,1650.8783433994822,Machine Learning,High,Medium
what do data scientists actually do  life as a data scientist  intellipaat shorts datascientist,intellipaat,63799,2158,19,2024-10-11,0.37,https://www.youtube.com/watch?v=fG_ETXqi_So,0.0341227918932898,191,334.0261780104712,Other,Medium,Low
google launches free data science agent in colab powered by gemini,growth learner,326,7,0,2025-03-04,11.8,https://www.youtube.com/watch?v=1Lq2xzqj_S0,0.0214723926380368,47,6.9361702127659575,Data Science,Low,Low
computer vision explained in 5 minutes  ai explained,ai sciences,135489,2239,22,2021-08-09,5.7,https://www.youtube.com/watch?v=puB-4LuRNys,0.0166877015846304,1350,100.36222222222224,Computer Vision,Medium,Low
computer vision crash course computer science 35,crashcourse,427725,10568,157,2017-11-15,11.15,https://www.youtube.com/watch?v=-4E2-0sxVUM,0.025074522181308,2713,157.65757464061923,Computer Vision,Medium,Low
why computer vision is a hard problem for ai,quanta magazine,148851,5904,94,2023-10-24,8.63,https://www.youtube.com/watch?v=YOKPo-I6cgs,0.0402953288859329,544,273.62316176470586,Computer Vision,Medium,Low
how computer vision applications work,altexsoft,30473,893,27,2022-02-17,13.25,https://www.youtube.com/watch?v=oGvHtpJMO3M,0.0301906605847799,1158,26.315198618307427,Computer Vision,Low,Low
deep learning for computer vision with python and tensorflow  complete course,freecodecamporg,958276,26325,724,2023-06-06,2236.67,https://www.youtube.com/watch?v=IA3WxTTPXqQ,0.0282267321731943,684,1400.9883040935672,Deep Learning,High,Medium
how computer vision works,google cloud tech,328125,6793,116,2018-04-19,7.13,https://www.youtube.com/watch?v=OcycT1Jwsns,0.021056,2558,128.27404222048474,Computer Vision,Medium,Low
hough transform  boundary detection,first principles of computer vision,187695,3613,0,2021-03-03,21.67,https://www.youtube.com/watch?v=XRBc_xkZREg,0.0192493140467247,1509,124.38369781312127,Other,Medium,Low
what is computer vision  why does it matter,nvidia,37875,586,0,2022-03-21,1.93,https://www.youtube.com/watch?v=OnTgbN3uXvw,0.0154719471947194,1126,33.63676731793961,Computer Vision,Low,Low
master text image  audio processing with phi4multimodalinstruct,maximum code,175,5,5,2025-03-03,8.0,https://www.youtube.com/watch?v=rEV5VoGUwjA,0.0571428571428571,48,3.6458333333333335,Other,Low,Low
कपयटर वज़न  यह कम कस परकर करत ह  computer vision   analytics india guru,aim tv,2133,77,5,2024-04-20,4.13,https://www.youtube.com/watch?v=cI3HwlYfrUQ,0.0384435067979371,365,5.843835616438356,Computer Vision,Low,Low
natural language processing in artificial intelligence in hindi  nlp with demo and examples,gate smashers,861020,16418,525,2019-05-16,17.3,https://www.youtube.com/watch?v=bPpwZxasJo0,0.0196778239762142,2166,397.5161588180979,Artificial Intelligence,Medium,Low
what is nlp natural language processing,ibm technology,317843,8255,193,2021-08-11,9.62,https://www.youtube.com/watch?v=fLvJ8VdHLA0,0.0265791601513955,1348,235.78857566765572,Natural Language Processing,Medium,Low
natural language processing in 5 minutes  what is nlp and how does it work  simplilearn,simplilearn,687439,11638,568,2021-03-17,5.48,https://www.youtube.com/watch?v=CMrHM8a3hqw,0.0177557572380967,1495,459.8254180602007,Natural Language Processing,Medium,Low
natural language processing with spacy  python  course for beginners,freecodecamporg,790602,11027,367,2021-09-27,182.53,https://www.youtube.com/watch?v=dIUTsFT2MeQ,0.0144118026516502,1301,607.6879323597233,Natural Language Processing,Medium,Low
complete nlp natural language processing in one shot 4 hours  semester exam  in hindi,5 minutes engineering,25565,555,28,2024-05-31,239.27,https://www.youtube.com/watch?v=OL435ArVFwE,0.0228046156855075,324,78.90432098765432,Natural Language Processing,Low,Low
natural language processing in 10 minutes  nlp tutorial for beginners  nlp training  simplilearn,simplilearn,95332,1595,26,2020-12-10,12.73,https://www.youtube.com/watch?v=6I-Alfkr5K4,0.0170037343179624,1592,59.88190954773869,Natural Language Processing,Low,Low
natural language processing nlp full course  learn nlp in deep learning tutorial 2024,wscube tech,70862,2096,54,2024-03-27,118.4,https://www.youtube.com/watch?v=-33oXx0TwHI,0.0303406621320312,389,182.16452442159385,Deep Learning,Medium,Low
complete nlp machine learning in one shot,krish naik,257590,4817,214,2023-11-27,233.17,https://www.youtube.com/watch?v=ENLEjGozrio,0.0195310376955627,510,505.078431372549,Machine Learning,Medium,Low
master text image  audio processing with phi4multimodalinstruct,maximum code,175,5,5,2025-03-03,8.0,https://www.youtube.com/watch?v=rEV5VoGUwjA,0.0571428571428571,48,3.6458333333333335,Other,Low,Low
introduction to natural language processing in hindi  nlp,perfect computer engineer,183183,2090,45,2020-05-07,5.23,https://www.youtube.com/watch?v=boQTFk1BqbY,0.0116550116550116,1809,101.2620232172471,Natural Language Processing,Medium,Low
big data  hadoop full course  learn hadoop in 10 hours  hadoop tutorial for beginners  edureka,edureka,1480614,16817,192,2019-09-01,627.62,https://www.youtube.com/watch?v=1vbXmCrkT3Y,0.011487801682275,2058,719.4431486880467,Big Data,Medium,Low
big data engineering full course part 1  17 hours,the data tech,312885,7373,209,2023-08-28,571.88,https://www.youtube.com/watch?v=Tyg1FVNq40g,0.0242325455039391,601,520.6073211314476,Big Data,Medium,Low
big data big insights   class 12   animation  summary   14 big data big insights  in hindi,rudra mishra,42652,3175,204,2024-12-15,12.1,https://www.youtube.com/watch?v=cSOMb5J-QWU,0.0792225452499296,126,338.5079365079365,Big Data,Medium,Low
distributed computing with apache spark spark for beginners,itversity,191,10,2,2025-03-03,10.22,https://www.youtube.com/watch?v=Iema3-fSo7g,0.06282722513089,48,3.9791666666666665,Other,Low,Low
what is cyber security  how it works  cyber security in 7 minutes  cyber security  simplilearn,simplilearn,3762611,69834,3000,2020-06-10,7.12,https://www.youtube.com/watch?v=inWWhr5tnEA,0.0193573026815687,1775,2119.7808450704224,Other,High,Medium
defense against cyber attacks and other threats  60 minutes full episodes,60 minutes,1335123,10897,1000,2024-07-20,53.63,https://www.youtube.com/watch?v=zPodxy8zlX0,0.0089107894928032,274,4872.711678832116,Other,High,Medium
cybersecurity roadmap  how to become ethical hacker in 2024,apna college,1211826,48020,1400,2024-02-16,8.55,https://www.youtube.com/watch?v=vK4Mno4QYqk,0.040781432317841,429,2824.769230769231,Cybersecurity,High,Medium
godtier cybersecurity roadmap,mad hat,265096,15997,568,2024-11-22,14.28,https://www.youtube.com/watch?v=kniqKffY7yw,0.0624867972357183,149,1779.1677852348994,Cybersecurity,High,Medium
cyber security full course 2024  cyber security course training for beginners 2024  simplilearn,simplilearn,1619920,34151,224,2023-01-06,666.85,https://www.youtube.com/watch?v=hXSFdwIOfnE,0.0212201837127759,835,1940.0239520958085,Other,High,Medium
complete cybersecurity roadmap,sajjaad khader,81596,9578,60,2024-10-25,0.77,https://www.youtube.com/watch?v=-6z-dizJrc0,0.1181185352223148,177,460.99435028248587,Cybersecurity,Medium,Low
cybersecurity mastery complete course in a single video  cybersecurity for beginners,nerds lesson,1231587,47447,1100,2024-02-01,2268.63,https://www.youtube.com/watch?v=s19BxFpoSd0,0.0394182465388153,444,2773.8445945945946,Cybersecurity,High,Medium
cybersecurity in the age of ai  adi irani  tedxdesc youth,tedx talks,71946,1579,47,2024-01-04,7.98,https://www.youtube.com/watch?v=qVET1vD3NtQ,0.0226002835459928,472,152.42796610169492,Cybersecurity,Medium,Low
cybersecurity onlinesafety cybersecurityawareness hackerprevention  scambaiting darkweb,cyberantiscam,624,4,1,2025-03-03,0.57,https://www.youtube.com/watch?v=jjESmi3DnoU,0.0080128205128205,48,13.0,Cybersecurity,Low,Low
ai vs cyber security,theprimetime,464063,21217,270,2024-07-31,0.77,https://www.youtube.com/watch?v=ULKC4NISWE4,0.0463019029743806,263,1764.4980988593156,Other,High,Medium
what is cloud computing,apna college,2151411,66685,1400,2021-08-21,5.17,https://www.youtube.com/watch?v=8C_kHJ5YEiA,0.0316466728114711,1338,1607.9304932735429,Cloud Computing,High,Medium
cloud computing for beginners  what is cloud computing  cloud computing explained  simplilearn,simplilearn,2221197,31307,701,2018-05-18,24.62,https://www.youtube.com/watch?v=RWgW-CgdIk0,0.0144102481679923,2529,878.2906287069989,Cloud Computing,Medium,Low
cloud computing in 6 minutes  what is cloud computing  cloud computing explained  simplilearn,simplilearn,2650339,49094,1400,2020-07-28,6.38,https://www.youtube.com/watch?v=M988_fsOSWo,0.0190519024170115,1727,1534.649102489867,Cloud Computing,High,Medium
cloud computing services models  saas paas and iaas explained in hindi,gate smashers,644696,14235,377,2019-06-02,10.18,https://www.youtube.com/watch?v=lsvpvCU6Oxs,0.0226649459590256,2149,299.99813866914843,Cloud Computing,Medium,Low
cloud computing explained,powercert animated videos,1009520,28161,614,2021-11-17,8.62,https://www.youtube.com/watch?v=_a6us8kaq0g,0.0285036452967747,1250,807.616,Cloud Computing,Medium,Low
cloud computing roadmap  how to become cloud engineer in 2024,apna college,699557,21592,707,2024-02-19,9.72,https://www.youtube.com/watch?v=70oYrSnRgoI,0.0318758871685938,426,1642.1525821596244,Cloud Computing,High,Medium
cloud computing full course  cloud computing tutorial for beginners  cloud computing  simplilearn,simplilearn,739761,11828,157,2019-11-25,419.13,https://www.youtube.com/watch?v=EN4fEbcFZ_E,0.0162011784887281,1973,374.9422199695895,Cloud Computing,Medium,Low
cloud computing full course in 11 hours  cloud computing tutorial for beginners  edureka,edureka,1323267,19215,184,2020-11-19,617.7,https://www.youtube.com/watch?v=2LaAJq1lB1Q,0.0146599287974384,1613,820.3763174209547,Cloud Computing,Medium,Low
availity modernizes healthcare technology through collaboration with aws  amazon web services,amazon web services,223,8,0,2025-03-03,2.75,https://www.youtube.com/watch?v=IGfITij1GVY,0.0358744394618834,48,4.645833333333333,AI in Healthcare,Low,Low
what is cloud computing  amazon web services,amazon web services,987076,10489,126,2021-07-15,3.18,https://www.youtube.com/watch?v=mxT233EdY5c,0.0107539844956214,1375,717.8734545454546,Cloud Computing,Medium,Low
complete software engineering in one shot  semester exam  hindi,knowledgegate by sanchit sir,839097,12854,1600,2023-12-17,357.9,https://www.youtube.com/watch?v=NlLM3sVF8wY,0.0172256604421181,490,1712.442857142857,Software Engineering,High,Medium
software engineering  unit1  complete one shot  easiest explanation  sppu se,hk_official_,12680,210,36,2025-02-10,115.87,https://www.youtube.com/watch?v=pRqCtkgt7zs,0.0194006309148264,69,183.768115942029,Software Engineering,Medium,Low
complete software engineering in one shot 4 hours  in hindi,5 minutes engineering,212561,4337,222,2024-03-10,236.17,https://www.youtube.com/watch?v=Wnk_pArBylM,0.0214479608206585,406,523.5492610837439,Software Engineering,Medium,Low
se 1  introduction to software engineering  nature of software  se full course,cs  it tutorials by vrushali,237809,2467,64,2023-02-07,14.88,https://www.youtube.com/watch?v=IHx9ImEMuzQ,0.0106429950085993,803,296.1506849315069,Software Engineering,Medium,Low
how to become a great software developer  best advice from topnotch engineers,engx space,289131,11485,167,2024-02-19,11.18,https://www.youtube.com/watch?v=suATPK45sjk,0.040300071593845,426,678.7112676056338,Other,Medium,Low
introduction to software engineering in hindi  learn coding,learn coding,1049577,16524,667,2021-11-07,12.22,https://www.youtube.com/watch?v=b7hmU72GRaE,0.0163789793412012,1260,832.9976190476191,Software Engineering,Medium,Low
what software engineering is really like  coding,jose tapizquent,564,23,1,2025-03-02,0.85,https://www.youtube.com/watch?v=kVUeifwTUPM,0.0425531914893617,49,11.510204081632653,Software Engineering,Low,Low
if i wanted to become a software engineer in 2025 this is what id do full blueprint,sajjaad khader,112686,6490,278,2024-12-05,17.28,https://www.youtube.com/watch?v=avdDEZCcluo,0.0600606996432564,136,828.5735294117648,Other,Medium,Low
how to become a software engineer   how to learn coding,nishant chahar,962084,44770,1300,2022-07-09,10.77,https://www.youtube.com/watch?v=2tZs2S5gmg0,0.0478856316080508,1016,946.9330708661416,Other,Medium,Low
honest advice for aspiring software engineers  by shradha maam,apna college,332451,17174,832,2024-09-28,16.2,https://www.youtube.com/watch?v=LRaU4rEna8s,0.0541613651335083,204,1629.6617647058824,Other,High,Medium
python for beginners  learn coding with python in 1 hour,programming with mosh,20858026,488203,24000,2020-09-16,60.08,https://www.youtube.com/watch?v=kqtD5dpn9C8,0.0245566382935758,1677,12437.701848539058,Python Programming,High,High
python full course for beginners,programming with mosh,43466109,1171841,59000,2019-02-18,374.12,https://www.youtube.com/watch?v=_uQrJ0TkZlc,0.0283172574752435,2253,19292.54727030626,Python Programming,High,High
python tutorial for beginners in hindi  complete python course,codewithharry,6253932,151734,21000,2024-06-16,653.9,https://www.youtube.com/watch?v=UrsmFxEIp5k,0.0276200636655467,308,20304.974025974025,Python Programming,High,High
fastest way to learn python coding python programming,sahil  sarra,1469819,159150,296,2023-08-30,0.83,https://www.youtube.com/watch?v=Sl4zqWLC9Xw,0.1084800237308131,599,2453.787979966611,Python Programming,High,Medium
amazing rotating python graphics design using turtle  python pythonshorts coding viral design,dev19,1367185,57335,423,2023-05-14,0.27,https://www.youtube.com/watch?v=P5An-rTtM_k,0.0422459286782695,707,1933.7835926449789,Python Programming,High,Medium
all python programmers should know this python programming coding,b001,2133896,130664,1100,2022-11-14,0.88,https://www.youtube.com/watch?v=g9fIWtSexLs,0.0617480889415416,888,2403.036036036036,Python Programming,High,Medium
how to create graphics using python turtle  coding,fun with python,1442534,0,438,2022-08-24,0.23,https://www.youtube.com/watch?v=eaMDDseIL7E,0.0003036323580588,970,1487.148453608247,Python Programming,High,Medium
build a modern gui using pythonshortspythoncoding,tech rescue,114,0,2,2025-03-02,0.87,https://www.youtube.com/watch?v=efpeEAhRWgM,0.0175438596491228,49,2.326530612244898,Python Programming,Low,Low
10 important python concepts in 20 minutes,indently,559882,18431,218,2024-08-07,18.82,https://www.youtube.com/watch?v=Gx5qb1uHss4,0.0333088043552034,256,2187.0390625,Python Programming,High,Medium
python optimization trick  python programming coding,b001,1198329,73169,1100,2023-11-12,0.78,https://www.youtube.com/watch?v=uWEIaF0PNGg,0.0619771364959038,525,2282.5314285714285,Python Programming,High,Medium
100 javascript concepts you need to know,fireship,2396810,92365,1400,2022-11-22,12.38,https://www.youtube.com/watch?v=lkIFF4maKMU,0.0391207479942089,880,2723.6477272727275,JavaScript Development,High,Medium
javascript course for beginners  your first step to web development,programming with mosh,13754827,237594,7200,2018-04-24,48.28,https://www.youtube.com/watch?v=W6NZfCO5SIk,0.0177969522990001,2553,5387.711320015668,JavaScript Development,High,High
javascript tutorial full course  beginner to pro,supersimpledev,4029003,91823,5100,2024-05-09,1335.93,https://www.youtube.com/watch?v=EerdGm-ehJQ,0.0240563236115733,346,11644.517341040462,JavaScript Development,High,High
javascript tutorial 2024 for beginners to pro with notes projects  practice questions,apna college,4074692,54256,2800,2023-12-21,707.22,https://www.youtube.com/watch?v=VlPiVmYuoqw,0.0140025307434279,486,8384.139917695473,JavaScript Development,High,High
javascript for the haters,fireship,1652704,80377,2200,2022-11-24,2.82,https://www.youtube.com/watch?v=aXOChLn5ZdQ,0.0499647849826708,878,1882.3507972665147,JavaScript Development,High,Medium
how to be a developer coding programming webdevelopment javascript codewithharry,ezsnippet,597412,0,644,2023-11-27,1.5,https://www.youtube.com/watch?v=QgLedHq1tiI,0.0010779830334844,510,1171.3960784313726,JavaScript Development,High,Medium
complete java script in one shot 2024  basics to advance  full stack web development course,college wallah,239961,4932,438,2024-05-05,363.73,https://www.youtube.com/watch?v=427pAhy9dI8,0.0223786365284358,350,685.6028571428571,Web Development,Medium,Low
frontend and backend development fully explained hindi webdevelopment,codingcherry,123,1,1,2025-03-02,1.92,https://www.youtube.com/watch?v=LRldlyYAWpA,0.016260162601626,49,2.510204081632653,Other,Low,Low
how to master javascript,theprimeagen,970434,38072,669,2024-05-29,0.45,https://www.youtube.com/watch?v=I5_Gx3JNho8,0.0399213135566148,326,2976.7914110429447,JavaScript Development,High,Medium
all about blockchain  simply explained,apna college,2259449,83946,3200,2021-05-30,7.42,https://www.youtube.com/watch?v=YJyXfjbBmc8,0.0385695804596607,1421,1590.0415200562984,Blockchain Technology,High,Medium
blockchain in 7 minutes  what is blockchain  blockchain explainedhow blockchain workssimplilearn,simplilearn,3344245,51881,3000,2019-02-27,7.05,https://www.youtube.com/watch?v=yubzJw0uiE4,0.0164105799664797,2244,1490.3052584670231,Blockchain Technology,High,Medium
blockchain technology simply explained,ai uncovered,240159,5444,685,2023-08-06,14.55,https://www.youtube.com/watch?v=QJn28fFKUR0,0.0255205926073976,623,385.4879614767255,Blockchain Technology,Medium,Low
blockchain full course  4 hours  blockchain tutorial blockchain technology explained simplilearn,simplilearn,305797,5956,169,2019-09-10,242.63,https://www.youtube.com/watch?v=SyVMma1IkXM,0.0200296274979806,2049,149.24206930209857,Blockchain Technology,Medium,Low
what is blockchain   most powerful technology explained,technical sagar,24219,1787,136,2025-01-28,5.17,https://www.youtube.com/watch?v=RRMzEhkULDM,0.0794004707048185,82,295.3536585365854,Blockchain Technology,Medium,Low
what is blockchain how elections on blockchain work  bitcoin  dhruv rathee,dhruv rathee,2194840,112885,5900,2021-05-10,16.27,https://www.youtube.com/watch?v=ENrjn-lD1e8,0.0541201180951686,1441,1523.1367106176267,Blockchain Technology,High,Medium
blockchain technology explained 2 hour course,coding tech,4164542,47084,5600,2018-02-07,114.88,https://www.youtube.com/watch?v=qOVAbKKSH10,0.0126506107994588,2629,1584.0783567896538,Blockchain Technology,High,Medium
എനതണ ബലകകചയൻ ടകനളജ blockchain explained in malayalamwhat is blockchain part 1,binoys wall street,41549,1509,96,2023-01-06,15.58,https://www.youtube.com/watch?v=8llyUyGxrT4,0.038629088546054,835,49.75928143712575,Blockchain Technology,Low,Low
blockchain unlocked the future of tech,extraordinary7171,6,0,0,2025-03-04,1.82,https://www.youtube.com/watch?v=S3rWf_tqXbc,0.0,47,0.1276595744680851,Blockchain Technology,Low,Low
what is blockchain and how it works  hindi  quick support,quick support,874466,25748,1200,2021-04-28,6.7,https://www.youtube.com/watch?v=RaQKTgGyyyo,0.0308165211683473,1453,601.8348245010324,Blockchain Technology,Medium,Low
algorithms and data structures tutorial  full course for beginners,freecodecamporg,5042766,135889,1900,2021-03-18,322.13,https://www.youtube.com/watch?v=8hly31xKli0,0.0273240915798988,1494,3375.3453815261046,Data Structures and Algorithms,High,Medium
fastest way to learn data structures and algorithms,sahil  sarra,368892,14903,287,2024-08-04,8.7,https://www.youtube.com/watch?v=tNrNLoCqzco,0.0411773635644036,259,1424.2934362934363,Data Structures and Algorithms,High,Medium
learn data structures and algorithms for free,bro code,2024715,86743,1700,2021-11-11,240.23,https://www.youtube.com/watch?v=CBYHwZcbD-s,0.0436817033508419,1256,1612.0342356687895,Data Structures and Algorithms,High,Medium
how i mastered data structures and algorithms,ashish pratap singh,362356,17629,258,2024-07-07,10.73,https://www.youtube.com/watch?v=F-ao3Q6I2Fc,0.0493630573248407,287,1262.5644599303137,Data Structures and Algorithms,High,Medium
all in one data structures  algorithms in javascript complete course 2024 by huxn,huxn webdev,140094,5704,302,2024-07-13,339.55,https://www.youtube.com/watch?v=wBtPGnVnA9g,0.0428712150413293,281,498.5551601423488,JavaScript Development,Medium,Low
data structures and algorithms for beginners,programming with mosh,1910483,39984,730,2019-12-10,78.7,https://www.youtube.com/watch?v=BBpAmxU_NQo,0.0213108412898727,1958,975.7318692543412,Data Structures and Algorithms,Medium,Low
data structures and algorithms in 15 minutes,tren black,1174105,64633,1300,2020-12-10,16.32,https://www.youtube.com/watch?v=oz9cEqFynHU,0.0561559656078459,1592,737.5031407035176,Data Structures and Algorithms,Medium,Low
types of linked list explained   singly doubly  circular linked list  dsa for beginners,prep insta,407,11,3,2025-03-03,10.53,https://www.youtube.com/watch?v=SWMirFYFl9o,0.0343980343980344,48,8.479166666666666,Other,Low,Low
what are data structures,telusko,125046,2188,62,2023-07-26,7.1,https://www.youtube.com/watch?v=iZmDcfTtcNg,0.0179933784367352,634,197.2334384858044,Data Structures and Algorithms,Medium,Low
complete cn computer networks in one shot  semester exam  hindi,knowledgegate by sanchit sir,1415429,21347,2500,2023-09-30,378.42,https://www.youtube.com/watch?v=q3Z3Qa1UNBA,0.0168478955850134,568,2491.9524647887324,Computer Networks,High,Medium
computer networking full course  osi model deep dive with real life examples,kunal kushwaha,2022758,44990,2100,2022-01-17,246.93,https://www.youtube.com/watch?v=IPvYjXCsTg8,0.0232800957900055,1189,1701.2262405382671,Other,High,Medium
